"","x"
"1",NA
"2",-0.0351489651041374
"3",0.019429254991093
"4",0.0155440224137754
"5",-0.0168758436237629
"6",-0.00761606756375518
"7",0.010333212781791
"8",0.0124710076544067
"9",-0.0231982054332152
"10",0.0057826346167419
"11",0.00362695396735913
"12",0.00046281722286289
"13",-0.0330928626023089
"14",0.0484989581387976
"15",-0.0489867448421016
"16",0.0332446541583938
"17",-0.0238059471036898
"18",-0.0051811955304573
"19",0.0330542847912826
"20",0.0130246233168342
"21",-0.0356489737281916
"22",0.0196867080595272
"23",-0.0061164312690838
"24",-0.0246070807941905
"25",0.0131443741590151
"26",-0.0133133721343811
"27",-0.0111934309829009
"28",0.0591911270308325
"29",-0.0531505267311273
"30",-0.01057078518942
"31",0.0203638405524259
"32",0.0272674876154895
"33",0.0179043050345267
"34",0.0061280976991872
"35",-0.0326399565667001
"36",0.0150400372725221
"37",-0.0026899848833876
"38",0.002944126224357
"39",-0.00838505845608809
"40",-0.0174533954111112
"41",0.00866629253835362
"42",0.0129971703655435
"43",0.00348388853562042
"44",-0.00422125667583616
"45",-0.0161903532436141
"46",0.0134779431931327
"47",0.00104488047882433
"48",-0.0118128598465089
"49",0.0104579079254011
"50",-0.00911963300459565
"51",0.00535360375533557
"52",-0.00375391085056235
"53",-0.00591225792133245
"54",0.00210029521227871
"55",0.00541085083125805
"56",-0.0128067912069685
"57",0.00340955795058332
"58",0.0104998114564303
"59",-0.00752747386900334
"60",0.00303924562644751
"61",0.0168953984975972
"62",-0.0112955826174634
"63",-0.00028054167439566
"64",-0.0260768311302383
"65",0.0124581079917867
"66",-0.0205948789071227
"67",0.0852213023308316
"68",-0.0427785315856797
"69",-0.00177171391402705
"70",0.00049393140881855
