"","x"
"1",NA
"2",-0.0630583337650866
"3",-0.0723382784894688
"4",-0.0162562675643844
"5",0.023159081870078
"6",0.0910456992785413
"7",-0.0703113593684284
"8",0.0704697793645223
"9",-0.0598300120636388
"10",-0.00329626750036375
"11",0.0448239992390979
"12",-0.0055977736234649
"13",-0.0976908057230721
"14",0.0504250881571098
"15",-0.0223330667666035
"16",-0.0721001922971351
"17",-0.055019197865091
"18",-0.039194623019023
"19",0.079311173795871
"20",0.140467145800053
"21",-0.0853259420478575
"22",0.287546751354969
"23",-0.227684881252526
"24",-0.011420448010096
"25",-0.194622891588564
"26",0.235037833718927
"27",-0.0953916256366433
"28",0.0850041069135045
"29",-0.135796841739233
"30",-0.022324018647128
"31",0.026538001828025
"32",0.0553697597739051
"33",0.145135290731146
"34",0.0871706758304703
"35",-0.114505975732142
"36",-0.07571627737063
"37",-0.131165267056902
"38",0.217914476387492
"39",-0.0064561048167605
"40",-0.0916158283495887
"41",0.0745832279836551
"42",0.0342914289239388
"43",-0.106407826410075
"44",0.0456137917726937
"45",-0.0822264570185317
"46",0.0331483731161965
"47",0.0102502349624061
"48",-0.0188409889558235
"49",0.128290002113718
"50",-0.14533483514233
"51",0.146303299917977
"52",-0.0351350893908755
"53",0.0014666679532176
"54",-0.002325969093965
"55",0.0336866909078239
"56",-0.127761405813594
"57",0.105200712992939
"58",-0.003965457719797
"59",-0.0723558197982751
"60",0.129555056420129
"61",-0.163231943076403
"62",0.0819048735031863
"63",0.0249525370991358
"64",-0.166533654082011
"65",-0.110430855318736
"66",0.122179517418446
"67",0.274668650230869
"68",-0.122084804042283
"69",-0.0068383315208375
"70",0.0171748953974894
