"","x"
"1",NA
"2",0.0796873336919315
"3",-0.0759933100914311
"4",0.0074568430520433
"5",0.10555827341852
"6",0.00275889154601319
"7",0.0882626969435975
"8",-0.113676370751188
"9",-0.0977324862886743
"10",0.129951907719128
"11",-0.138070959077367
"12",0.027037869544769
"13",-0.118466886850888
"14",0.197252710038869
"15",-0.0617148233342449
"16",-0.0760294319437279
"17",0.131091410069987
"18",-0.353591538734698
"19",0.23079277469958
"20",0.0795960030561822
"21",-0.0415107865339224
"22",0.0530064359497286
"23",-0.0604499143760071
"24",0.0974466734437761
"25",-0.0919612105181029
"26",0.0122744792513295
"27",-0.0597531345393658
"28",-0.0692119250858663
"29",0.043927567496759
"30",0.105377157472692
"31",-0.015027301050342
"32",-0.270169211088856
"33",0.397242736429225
"34",-0.0657717087682323
"35",-0.0463125480425638
"36",0.259763379492255
"37",-0.264408039877283
"38",-0.001279298205035
"39",0.001045076681214
"40",-0.0228419061747002
"41",0.0768096566875422
"42",0.0646309396316405
"43",-0.266406042125364
"44",0.00960325096585798
"45",0.28039463763355
"46",-0.131539648729447
"47",-0.0858652877851622
"48",0.0656341100394974
"49",-0.0476154274222332
"50",0.129555423929416
"51",-0.0825731630238134
"52",-0.0689378212703469
"53",0.101507892957391
"54",-0.0480694036080683
"55",0.111835374296527
"56",-0.187911889500768
"57",0.125467999114424
"58",-0.0125843487271542
"59",0.0585104443227147
"60",-0.066906938397897
"61",-0.0295997903442397
"62",0.0875309950811837
"63",-0.0132349979179716
"64",0.0385689909629035
"65",0.32244059393207
"66",-0.735641315052193
"67",0.360956224260245
"68",-0.0448240336567965
"69",-0.0287895278630011
"70",0.0015680421809373
