"","x"
"1",NA
"2",0.080069861978739
"3",-0.0842897894175029
"4",0.033085416580483
"5",0.0172732538206906
"6",-0.0462925714963945
"7",0.0356973700663971
"8",0.103099397854964
"9",-0.0153572232648152
"10",-0.0422207824665083
"11",-0.122553968174458
"12",-0.0076881002306826
"13",-0.0152437788905491
"14",0.0942322641683724
"15",-0.120715991083639
"16",0.288868581452957
"17",-0.144407017117913
"18",0.0001816911054253
"19",-0.100368007647176
"20",0.131990932435651
"21",-0.0742002766053022
"22",-0.0122102653415925
"23",0.0120740038186326
"24",0.231778549459458
"25",-0.337740627394679
"26",0.100774915932218
"27",0.0697558603954542
"28",-0.0406318120883604
"29",-0.0404821955435202
"30",0.0203747668745705
"31",0.0587265464799517
"32",-0.0786268219897967
"33",0.0722058883183891
"34",0.0742957606895294
"35",-0.0788465148386566
"36",-0.0501862506947057
"37",-0.0791175798551555
"38",0.0262032737457907
"39",0.127821806386551
"40",0.009394936569501
"41",-0.0825564732853064
"42",0.0223096916361034
"43",0.0347596786298538
"44",-0.0103837781278408
"45",-0.0748518472364646
"46",0.0491765150324405
"47",-8.92524106148301e-05
"48",0.07807994116415
"49",-0.0934287518912886
"50",-0.0721121089440115
"51",0.111847111572567
"52",-0.0442339500853293
"53",0.0233771203814106
"54",-0.0192434964453497
"55",1.16929862595158
"56",-1.09876979962495
"57",-0.0663272443124247
"58",0.0507558889491986
"59",-0.038650079400322
"60",-0.108970860247093
"61",0.180633281254403
"62",-0.121226664494644
"63",0.0391522342311538
"64",0.0066081393199117
"65",0.0322260423290116
"66",-0.0328584430044648
"67",0.0318053381123105
"68",-0.0681293678189131
"69",0.0249879357057682
"70",-0.0155327534321239
