"","x"
"1",NA
"2",-0.0130266738875562
"3",0.0137806740285615
"4",0.0302984511620281
"5",-0.0486649121705168
"6",0.0178395340211179
"7",0.0342062190385192
"8",-0.0124543949670943
"9",-0.0129143510480198
"10",0.0165186402814699
"11",-0.0102160067353821
"12",-0.0136832884409343
"13",0.00196880542776694
"14",0.0265808728409439
"15",-0.0572669607356165
"16",0.0440247581850224
"17",-0.0075017697230188
"18",-0.00584984160432363
"19",0.0606860411311986
"20",-0.0901135376091664
"21",0.0219005162280749
"22",-0.0246039262028796
"23",0.0026385368835584
"24",-0.0101391054759042
"25",0.0603210997213878
"26",-0.0444275811192395
"27",0.0258909088927172
"28",0.0112129649687675
"29",-0.0318478279159372
"30",0.002298817897099
"31",0.0135944850576807
"32",0.0159923387262965
"33",0.034503370339359
"34",-0.0228119831556205
"35",-0.0363293403877025
"36",0.0529878825350558
"37",-0.0161824748728011
"38",-0.0244503763428277
"39",-0.0135977940810934
"40",-0.0166937631297111
"41",-0.0308304572212372
"42",0.0763671535495858
"43",-0.0153361311224014
"44",0.0147691059448323
"45",-0.027362323996368
"46",0.0225406744126367
"47",0.0082328703386562
"48",-0.0151098025827738
"49",0.00309882934372339
"50",-0.00173014709971917
"51",-0.0087997318939441
"52",0.00545380979655672
"53",-0.00320411648536661
"54",0.0166961793557243
"55",-0.0275259657128978
"56",-0.0337073218200994
"57",0.0541446274390992
"58",-0.0378552659114912
"59",0.0274703197046772
"60",-0.0117169685966346
"61",0.0262491258165919
"62",-0.0183107992948652
"63",-0.00154287960645891
"64",-0.0325218643708318
"65",0.0290355687806673
"66",0.0292174261259752
"67",0.0189420427678496
"68",-0.048086283716464
"69",0.0497291504447822
"70",-0.037650330065182
