Date,USGG2YR Index,USGG10YR Index,USGG30YR Index,VIX Index,MOVE Index,AAIIBULL Index,AAIIBEAR Index,SPX Index,SPX Index,.TED G Index,.BAA10YB Index,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPL,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,SRVPRD,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,ISRATIO,M1SL,M2SL,M2REAL,AMBSL,BUSLOANS,REALLN,WPSFD49207,WPSFD49502,WPSID61,WPSID62,MZMSL,DTCOLNVHFNM,DTCTHFNM,INVEST,ism_man_empl,ism_man_neworders,ism_man_pmi,ism_man_prices
10/1/2014,0.5158,2.3856,3.0919,16.71,64.2874,41.84,28.23,36.81,45.03,22.2461,104.4438,13612.5,11267.9,111.799,1194580,104.857,98.0796,100.294,96.7353,102.052,95.6475,108.166,113.417,116.981,91.0438,100.586,100.366,112.725,77.2405,156278,147283,5.8,32.7,2473,2312,4332,1417,2916,139680,19204,872.7,6095,12181,7716,120476,5894.7,15436.5,7988,21914,41.7,4.4,42.1,1009,97,145,546,221,1.3,2853.3,11510.5,4844,4041.24,1742.2,3613.93,200.9,215,201,237.7,12758.2,326076,870159,2864.29,55.5,65.8,57.9,53.5
7/1/2014,0.4645,2.5647,3.3983,11.15,58.2541,37.22,21.09,69.54,63.84,21.1521,74.5304,13562.9,11242.7,110.763,1188430,104.388,98.251,100.906,97.6351,107.182,95.4093,108.07,112.166,117.279,90.1081,100.717,92.0815,114.846,77.7636,156023,146352,6.2,32.4,2587,2431,4566,1412,3155,139004,19117,860.8,6041,12160,7695,119887,5876.4,15386.4,7951,21922,41.6,4.4,42,1093,144,164,511,274,1.29,2856.5,11423.1,4801.5,4008.86,1731.14,3605.87,201.9,216.7,203.6,253.4,12641.7,320433,865160,2837.17,58.2,63.4,56.4,59.5
5/1/2014,0.4065,2.6133,3.4132,13.25,58.8385,29.77,29.45,57.26,55.25,20.2571,75.6694,13424.7,11096.9,110.619,1174500,103.659,97.6826,100.227,97.1531,101.657,96.2925,106.966,111.235,114.119,90.8664,99.5222,101.142,114.854,76.9718,155613,145814,6.3,34.5,2559,2390,4814,1441,3374,138463,19009,851.8,6004,12099,7636,119454,5863.7,15319.1,7919,21869,41.5,4.6,42.1,1001,95,172,529,205,1.29,2790.2,11287.3,4760.9,3932.28,1699.01,3571.57,201.1,215.7,203.1,260.7,12508.1,318216,857487,2793.21,52.8,56.9,55.6,60
4/1/2014,0.4301,2.7525,3.6059,13.1,61.526,31.16,28.61,61.22,58.23,19.2611,81.748,13402.6,11076.8,110.706,1166340,102.743,97.2668,99.8138,96.9493,100.959,96.2224,105.641,109.703,112.057,89.837,98.6068,101.01,112.747,76.4343,155421,145669,6.3,35.1,2447,2359,4985,1533,3452,138252,19006,851.7,6000,12100,7624,119246,5849.9,15293.9,7916,21869,41.4,4.4,41.9,1072,139,216,486,231,1.29,2777.7,11215.4,4747.2,3964.97,1686.85,3564.04,200.8,215.4,202.9,263.6,12428.5,316280,854489,2767.73,54.7,55.1,55.3,56.5
11/1/2013,0.3091,2.6218,3.6961,13.28,69.5623,44.97,21.48,64.06,60.8,20.2261,111.8185,13312,11019.5,110.416,1165290,101.282,96.3274,98.3367,95.7339,100.08,94.8991,103.551,107.885,109.007,90.1449,97.5546,104.335,109.815,76.3893,155294,144386,7,37.2,2461,2597,5833,1766,4066,136765,18749,829.6,5851,12014,7560,118016,5789.6,15320.5,7905,21857,41.5,4.5,42,1091,84,214,558,235,1.29,2610.8,10932.8,4674.7,3702.04,1592.7,3508.71,197.2,210.6,199.9,238.5,12186.3,312386,850926,2684.61,55.4,63.4,57,52.5
1/1/2014,0.3799,3.0282,3.9679,13.72,73.546,55.06,18.54,71.26,65.08,18.0186,76.1838,13302.3,10989.9,110.258,1147690,101.025,95.7929,98.1306,95.7886,97.7003,95.6246,102.853,107.684,108.314,89.4468,96.8485,110.884,109.055,75.5472,155460,145224,6.6,35.4,2434,2429,5336,1689,3646,137499,18887,836,5922,12075,7598,118612,5809.9,15259.5,7900,21813,41,4.3,41.7,880,136,50,457,237,1.32,2683.1,11011.8,4687.1,3733.51,1615.2,3516.52,199.4,213.5,202.3,248.3,12252.6,313632,852557,2720.46,52.3,51.2,51.3,60.5
10/1/2013,0.3287,2.65,3.7171,15.54,87.3693,36.05,30.61,54.22,54.6,23.0641,122.9987,13294.5,10990.9,109.845,1152070,99.9778,95.6632,97.379,94.1626,97.4498,93.6145,104.041,106.064,107.597,89.3688,97.2768,102.667,111.313,76.3078,154839,143568,7.3,36.1,2761,2656,5846,1782,4063,136554,18707,835.1,5834,11986,7542,117847,5784.1,15295.8,7910,21862,41.3,4.4,41.9,889,119,151,403,216,1.29,2634.9,10953,4684.3,3630.6,1591.25,3511.79,197.5,211.2,200.6,242.9,12194.2,313947,853412,2673.44,54.3,61.3,56.6,55.5
8/1/2013,0.3247,2.706,3.7542,12.94,91.3993,35.62,25,69.25,62.18,23.0111,115.401,13207.8,10919.5,109.168,1140350,99.3579,94.4717,96.9438,94.1493,97.2462,93.6547,102.787,105.721,106.924,89.634,96.6641,94.6095,108.197,76.0766,155486,144170,7.3,37,2563,2766,5984,1694,4290,136133,18638,826.2,5798,11963,7518,117495,5774.7,15242.6,7903,21831,41.3,4.4,41.9,891,101,147,439,204,1.29,2552.5,10770.8,4611,3419.55,1570.84,3517.95,197.1,210.8,200.7,246.9,11980.9,309686,847145,2675.83,55,63.6,56.3,54
7/1/2013,0.3514,2.4765,3.4775,16.37,101.318,30.28,35.17,49.35,51.2,26.2961,141.3453,13149.4,10873.3,108.9,1138000,98.9462,93.9329,96.7877,94.1066,95.4947,94.0866,102.476,105.014,105.41,88.7191,95.9756,95.7609,108.671,75.649,155798,144285,7.4,36.6,2563,2869,6034,1788,4246,136038,18643,824.7,5793,11975,7520,117395,5768.9,15191,7908,21852,41.1,4.2,41.7,896,115,158,401,222,1.28,2549.1,10710,4589.4,3310.29,1570.69,3532.1,196.4,209.9,200.6,251,11912.3,307647,843909,2699.4,55.5,59.1,54.9,49
5/1/2013,0.1996,1.629,2.8278,14.49,49.0404,28.29,38.82,55.16,56.62,22.2399,143.1,11808.5,9711.1,110.901,1152360,98.6709,94.2167,96.5202,93.8975,95.4019,93.8447,102.243,104.702,105.59,89.6059,96.0574,100.262,108.23,75.9284,155658,143898,7.6,36.9,2706,2669,6306,1950,4357,135637,18636,814.2,5804,11967,7508,117001,5748.9,15097.1,7872,21848,41.3,4.2,41.8,914,71,132,490,221,1.29,2534.7,10552.6,4556,3139.09,1548.43,3541.99,196.2,209.6,200.3,250.2,11719,304207,836559,2746.64,49,49.6,50,49.5
4/1/2013,0.2382,1.8314,3.0743,13.58,56.1681,38.4,28.65,59.65,60.47,23.697,142.8606,11740.7,9659.7,111.119,1044760,98.7439,94.3619,96.6294,94.2436,95.0373,94.3914,101.671,104.588,105.44,89.3806,95.7941,105.786,105.418,75.8231,155238,143579,7.5,36.5,2474,2848,6320,1967,4353,135474,18644,813.9,5790,11990,7519,116830,5740.7,15077.7,7867,21844,41.3,4.3,41.7,853,82,153,406,212,1.31,2523.2,10525.9,4553.7,3045.67,1549.49,3550.15,194.8,207.7,199.9,247.3,11691.3,302042,831104,2754.07,50.5,49.7,50,50
3/1/2013,0.2342,1.8412,3.0506,15.36,55,28.39,36.59,56.64,57.97,18.2687,140.8771,11677.3,9589.3,110.991,1037210,99.4765,94.7796,97.4389,95.1592,95.6474,95.3963,102.298,105.145,106.284,90.1474,96.0018,106.093,105.476,76.0896,155028,143286,7.6,37.1,2464,2838,6348,1737,4611,135195,18652,818.9,5802,11981,7512,116543,5732.7,15017,7844,21865,41.3,4.4,41.8,1036,98,149,560,229,1.29,2457,10446.4,4512.3,2973.3,1541.13,3541.41,196.2,209.8,201.3,247.5,11598.2,301029,829898,2716.89,52.1,51.7,51.5,54.5
11/1/2012,0.2814,1.7242,2.901,16.69,72,35.74,40.98,47.67,50.98,22.1479,150.5794,11643.2,9578.8,109.98,1041260,97.509,93.5308,96.5588,93.2747,94.1711,93.017,103.652,102.107,99.5074,89.6194,94.9248,101.715,104.066,75.6687,155291,143262,7.7,40,2577,2747,6605,1819,4786,133852,18301,782.8,5514,11954,7490,115551,5666.7,14908.4,7765,21962,41.1,4.1,41.6,861,73,158,458,172,1.28,2395.9,10269.5,4460.5,2665.09,1481.21,3543.1,195.7,209.2,200.6,246.3,11356.9,296807,829275,2691.08,48.8,51.4,49.5,52.5
2/1/2013,0.2618,2.0149,3.2178,12.9,65,48.04,24.3,71.68,64.47,22.9587,134.5082,11625.7,9547.8,110.74,1043520,99.4965,94.3838,98.9361,95.1209,97.626,94.3547,107.659,103.537,102.016,92.0578,95.9298,99.051,105.909,76.1368,155524,143492,7.7,36.9,2667,2782,6493,1695,4797,135046,18630,817.8,5784,11977,7506,116416,5736.7,15056.8,7844,21843,41.3,4.3,41.9,917,103,132,463,219,1.28,2471.2,10412.6,4484.9,2874.35,1529.09,3545.83,197.2,211.3,203.3,247,11568.1,299683,828163,2726.5,52.2,55.7,53.1,61.5
6/1/2012,0.2461,1.452,2.5194,26.66,80.6,28.02,42.02,28.47,37.12,40.1937,237.7982,11610.3,9568.9,108.785,1019920,97.4298,92.8063,96.6569,93.1188,94.356,92.7488,104.424,101.627,100.891,88.7538,94.0452,98.1751,104.242,75.6165,155163,142415,8.2,39.9,2810,2826,7182,1811,5370,133088,18314,792.9,5509,11962,7491,114774,5632,14747.2,7737,21943,41.1,4.3,41.7,760,77,101,363,219,1.29,2256.1,9943.7,4334.1,2644.75,1434.4,3517.1,192.2,204.3,198.9,224.4,10966.6,286914,814053,2606.7,55.8,51.3,51,37
8/1/2012,0.2271,1.524,2.5973,18.96,74.1,28.12,43.13,56.94,54.14,35.0329,205.6046,11575.3,9526.1,109.096,1023140,96.8202,92.4793,96.5599,92.7176,91.5589,93.1105,104.818,100.76,100.414,88.5555,93.9503,98.7718,103.638,75.2638,154645,142101,8.1,39.2,2844,2868,6878,1845,5033,133300,18323,789.1,5515,11970,7489,114977,5646.7,14751.3,7742,21900,40.9,4.1,41.5,750,76,134,364,176,1.28,2332.9,10058.2,4388.1,2669.41,1461,3519.27,194.8,208,199.9,242.3,11122.2,293266,820300,2646.28,52.9,49.6,51.1,54
1/1/2013,0.2468,1.7574,2.9499,18.02,59.4,44.4,30.22,53.06,52.12,26.5441,146.2602,11552.1,9468.5,110.296,1041300,98.6212,93.47,97.9846,94.1937,94.9856,93.9692,106.347,102.91,101.069,90.9333,95.3512,97.6269,105.587,75.784,155654,143322,7.9,35.3,2766,3028,6566,1858,4708,134825,18544,813.9,5731,11950,7494,116281,5729.9,15041.7,7837,21864,41,4.2,41.6,890,75,95,483,237,1.29,2459.8,10440.2,4524.1,2748.97,1518.04,3554.81,196.1,209.8,201.4,249.6,11587.4,299407,831338,2737.12,53.8,50.8,52.3,56.5
5/1/2012,0.2657,1.9435,3.146,16.6,67,27.64,37.4,57.83,56.89,37.9415,194.6473,11544.9,9501.7,108.899,1024550,97.2853,92.8085,96.5173,93.4028,93.8429,93.287,102.927,101.397,100.397,89.0498,93.7048,101.082,103.862,75.4887,155007,142287,8.2,39.7,2580,3002,7073,1662,5411,133009,18307,789.8,5516,11953,7479,114702,5622.6,14755.6,7724,21969,41,4.1,41.5,708,63,111,367,167,1.27,2238.1,9875.4,4317.2,2635.06,1420.6,3531.4,192.7,205.3,200.6,232.7,10903.2,284298,811811,2618.9,56,57.1,53.2,47.5
3/1/2011,0.6408,3.3921,4.4794,21.01,97.5,36.63,36.14,48.25,55.63,17.4607,112.7893,11533.7,9434.9,106.909,990068,93.5904,89.1506,95.4923,94.2168,90.0514,95.6973,95.4598,95.2377,89.5523,90.0274,89.8327,100.291,103.759,73.7543,153406,139864,8.8,39,2449,2914,8078,1957,6122,130738,17939,707.9,5514,11667,7227,112799,5520.1,14487.6,7610,22166,40.7,4.3,41.5,549,59,82,297,111,1.23,1890.2,8913.5,3989.4,2428.16,1241.3,3539.3,188.8,201.2,197.5,247.5,9849.3,275970,814946,2431,60.7,61.9,59.1,85
10/1/2012,0.2343,1.6249,2.8199,16.32,59.4,36.1,36.46,55.42,57.76,27.4123,173.507,11532.5,9480.7,109.409,1022080,96.5879,92.1254,95.6585,92.1045,90.7446,92.5617,103.096,101.077,98.0992,89.0413,93.7218,101.575,105.376,74.828,155641,143384,7.9,40.2,2632,2851,6839,1836,5002,133755,18330,774.8,5539,11966,7476,115425,5649.6,14832,7763,22011,41.1,4.1,41.5,894,72,159,431,232,1.29,2418.4,10221,4427.4,2648.76,1479.65,3532.26,197,211.2,202.4,244.3,11307.2,295890,825505,2674.1,53.1,51.8,51.2,55
3/1/2012,0.2893,2.0261,3.1476,17.26,77.4,44.51,26.83,70.03,63.81,40.8521,184.3931,11527.8,9494.4,108.621,1015160,96.5685,91.6253,95.9069,93.0854,92.7035,93.2324,100.773,100.641,100.278,90.7345,93.1981,88.0209,104.031,75.3769,154707,142034,8.2,39.4,2572,2754,7175,1867,5308,132821,18314,787.1,5551,11928,7455,114507,5594.4,14694,7721,21997,41.1,4.3,41.7,654,89,102,334,129,1.27,2220.7,9821.4,4274,2684.29,1394.2,3538.1,194,207.2,203.1,247.7,10817.3,280233,813331,2597.8,54.6,55.5,53,61
2/1/2011,0.6013,3.4394,4.6165,17.63,97.2,42.04,34.29,66.27,65.39,16.0388,115.0627,11510.8,9428.9,106.536,979185,95.485,88.7778,97.3984,95.7469,86.8472,98.7699,101.2,97.1459,92.7699,92.3565,89.2378,104.269,101.445,73.2545,153246,139573,8.9,37.1,2390,3094,8172,2179,5993,130515,17902,693.3,5509,11651,7217,112613,5500.7,14469.7,7608,22217,40.5,4.2,41.2,479,55,57,282,85,1.24,1872.9,8890.1,3991.7,2243.57,1229.9,3572,187.5,199.5,194.7,243.3,9775.2,275265,816382,2414.1,61.5,61.9,59.3,82
2/1/2012,0.2225,1.8265,2.9919,18.55,72.7,48.4,18.91,67.03,59.58,48.1176,220.3511,11491.4,9457.6,108.594,1019660,96.1735,92.1329,98.0541,94.4441,95.9823,94.2577,104.921,97.9253,94.2927,91.2284,93.4815,92.4614,105.833,75.7547,154871,142065,8.3,40,2541,2807,7397,1971,5426,132697,18283,789.9,5554,11891,7434,114414,5591.7,14750.2,7701,21986,41.3,4.3,41.9,698,64,103,404,127,1.28,2222.9,9787.4,4271.1,2733.27,1372.7,3525.4,193.8,207.1,200.8,245.8,10769.1,278362,812715,2587.5,53.6,55.2,52.4,61.5
4/1/2011,0.7976,3.4422,4.4853,17.4,87.5,41.81,31.07,60.23,57.37,24.5229,115.7826,11486.5,9408.5,106.96,983348,93.097,88.7132,94.2949,93.2151,86.2056,95.5537,93.9802,95.2048,88.7284,89.667,89.2748,101.33,101.211,73.2896,153421,139674,9,38.3,2691,2907,7845,2006,5839,131028,17997,718.9,5524,11706,7251,113031,5531.3,14531.7,7615,22166,40.9,4.2,41.4,523,60,96,255,112,1.26,1901,8945.7,3997.2,2531.67,1249.9,3506.4,190.3,203.3,200.1,260.3,9937.4,270240,807609,2465.5,59.7,60.4,58.9,85.5
5/1/2008,2.367,3.763,4.4991,18.88,115.2,53.29,26.32,63.2,55.63,138.676,266.7031,11477.8,9509.5,105.499,1036590,110.905,97.7563,111.863,105.558,94.83,108.862,129.984,111.817,124.975,101.96,98.0048,100.288,99.405,76.5116,154534,146046,5.5,16.6,3244,2469,2773,1223,1550,137754,21580,702.7,7257,13569,8589,116174,6040.1,15335.6,8231,22406,40.3,3.8,41,975,147,123,479,226,1.24,1363.6,7684,3571.7,859.681,1493.8,3651,178.4,188.2,191.1,287.3,8701.9,261863,884854,2489.2,46.1,48.5,48.8,87
7/1/2011,0.4719,3.1823,4.3908,15.87,90.5,38.31,30.19,63.76,55.89,23.0499,123.7679,11459.4,9393.1,107.154,996751,94.1525,89.7694,95.6042,94.034,89.7346,95.5608,96.5699,96.2054,90.1017,88.6717,90.3222,102.77,103.996,74.0119,153228,139296,9.1,40.4,2689,3088,8150,1965,6185,131190,18077,751.9,5532,11745,7311,113113,5545.4,14576.2,7603,22034,40.9,4.1,41.4,604,97,76,303,128,1.27,2006.2,9313.4,4108.4,2703.62,1265.7,3485.4,191.5,204.5,203.2,255.3,10298.6,271192,807544,2440.5,56.1,54.9,52.9,59
12/1/2011,0.2539,2.0873,3.0912,27.41,100.8,33.04,39.42,55.49,52.53,53.2303,247.2714,11438.6,9395.7,107.836,1015810,95.2915,90.9252,96.829,94.1218,90.7553,95.3748,101.146,97.5452,91.9414,90.3735,91.9859,93.6369,105.67,74.8251,153887,140790,8.5,40.8,2669,2858,7628,2039,5588,131900,18159,776,5544,11790,7365,113741,5563.9,14686.9,7624,21972,41,4.1,41.5,657,57,144,320,136,1.26,2158,9675.8,4243.9,2603.6,1339,3475.2,192.8,205.9,200.1,244.9,10649.4,276945,816724,2510.4,55,55.4,53.1,47.5
6/1/2011,0.4331,2.9408,4.1415,18.3,72.9,25.61,41.42,42.62,47.86,21.2209,118.9195,11432.6,9362.7,106.642,989191,93.07,89.0664,94.3532,93.0119,87.1316,95.0066,94.6802,95.1359,89.3058,88.3615,89.5745,102.53,102.424,73.4638,153421,139334,9.2,39.9,3076,2972,8125,1836,6289,131017,18006,739.3,5513,11707,7280,113011,5543.5,14537.2,7611,22064,40.9,4.1,41.4,629,77,124,292,136,1.28,1947.3,9111.7,4035.2,2671.59,1261.2,3494,190.8,203.7,202.3,253.9,10126.3,269968,807582,2428.3,60.3,55.7,56.6,68
12/1/2010,0.5315,2.9642,4.2397,21.36,110.1,47.4,24.68,56.71,57.17,14.724,150.5767,11412.7,9327.2,106.026,982642,94.8756,88.9296,96.278,95.5052,82.6209,99.8044,97.6694,96.7376,90.5976,92.5269,89.0769,108.477,102.125,73.0448,153690,139206,9.4,34.2,2725,3184,8647,2205,6441,130712,18041,686.7,5603,11670,7194,112671,5619,14475.7,7585,22259,40.5,4,41.2,529,58,69,262,140,1.25,1836.1,8836.9,3983.8,2009.32,1219.1,3611.5,184,195,189.3,229.8,9786.3,277440,827674,2426.2,58.2,59.8,57.5,72.5
11/1/2011,0.2362,1.9889,2.9998,34.77,116,43,25,50.54,50.59,44.1836,213.1058,11399.1,9361.9,107.788,1006730,94.8263,90.4242,96.5829,93.8661,90.2595,95.1888,100.421,96.8693,90.3822,89.293,91.3445,97.0017,106.125,74.4344,153883,140580,8.6,40.9,2519,2911,7801,2111,5691,131708,18101,767.3,5522,11764,7337,113607,5550.4,14667.2,7626,21989,40.9,4.1,41.3,685,100,90,332,163,1.27,2149.1,9641.9,4229.7,2623.12,1317.6,3486.6,192.9,206.3,201,250.8,10590.4,275083,811994,2490.2,53,55.2,52.1,45
8/1/2011,0.3671,2.7437,4.0795,23.66,84.1,37.84,31.42,39.34,45.22,18.6041,128.6273,11395.1,9353.1,107.097,1000900,94.0419,90.2575,95.7054,93.7264,89.9923,95.0862,97.7174,95.9043,90.5582,87.8133,90.6006,104.046,104.842,74.1576,153594,139627,9.1,40.3,2755,3050,8273,2239,6034,131132,18084,755.4,5524,11757,7312,113048,5546.3,14569.2,7605,21962,40.8,4.1,41.3,571,61,80,292,138,1.28,2108.7,9544.9,4196.4,2680.62,1285.9,3479.3,191.2,204.1,201.8,250.7,10444,272592,808641,2460.7,54.9,52.1,53,55.5
2/1/2008,2.0685,3.5926,4.3084,24.02,144.7,30.08,48.87,51.08,46.74,101.0725,245.737,11394.6,9581.6,105.334,1044900,113.66,99.7696,114.713,108.487,103.3,110.064,135.452,114.188,128.967,103.283,99.7982,103.174,100.523,77.7877,153374,145993,4.8,16.8,2639,2396,2377,1079,1299,137993,21833,689.8,7401,13689,8680,116160,6061.4,15453.5,8232,22375,40.4,4,41.1,1065,102,159,555,249,1.28,1367.5,7601.6,3559,856.973,1449.9,3623.4,173.9,182.5,180.8,253.3,8417.3,262443,886458,2461.8,45.8,46.4,47.6,75.5
11/1/2010,0.3435,2.6229,4.0029,21.83,98.7,51.23,21.6,64.03,60.35,18.4527,154.7065,11393.1,9305.1,105.81,980131,93.8961,88.3256,95.3595,94.2015,82.8864,97.9936,97.1941,95.6585,89.2341,92.0835,88.7276,99.6013,100.357,72.6951,154007,138888,9.8,33.8,2828,3359,8889,2576,6313,130539,18026,686.8,5615,11648,7176,112513,5608.6,14429.8,7573,22261,40.5,4,41.3,555,79,110,269,97,1.25,1831.9,8804.2,3988.4,1991.15,1221.5,3614.8,182.4,192.8,187.3,219.6,9757.4,242037,628521,2456.8,60.5,57.9,57.6,69.5
1/1/2008,3.0463,4.0231,4.4522,22.5,145.4,30,50,47.65,48.21,138.1299,219.6855,11386.4,9614.1,105.76,1060040,114.233,99.933,115.288,108.998,105.302,110.082,136.127,114.441,129.389,103.404,100.425,100.558,100.502,78.2826,153824,146248,4.9,17.5,2634,2396,2503,1124,1380,138102,21937,686.6,7448,13746,8732,116165,6069.6,15512.3,8257,22288,40.5,4,41.1,1012,126,159,530,197,1.25,1364.6,7498.6,3527,851.443,1448.9,3602.2,173.3,182,179.2,243.3,8175.2,266088,890541,2431.4,47.1,48,50.3,76
9/1/2011,0.18,2.1302,3.4945,31.82,98.8,38.62,32.34,49.62,46.28,31.9273,205.9803,11373.3,9342.5,107.503,996991,94.1851,90.409,96.2151,93.8273,90.2442,95.1437,99.3866,95.7658,90.1735,88.0335,90.9274,101.763,105.321,74.3273,154017,140025,9.1,40.5,2772,2904,8328,2086,6242,131334,18097,758.2,5551,11741,7297,113237,5539.9,14591.9,7603,21985,40.8,4,41.3,658,62,94,339,163,1.27,2123,9586.9,4199.1,2656.69,1297.5,3479.9,192.9,206.3,202.7,251.4,10522.6,274042,809533,2469.9,54.8,51.6,52.8,56
10/1/2010,0.4145,2.5097,3.7147,22.5,86.5,42.53,31.61,62.49,57.21,14.0521,172.0261,11372.8,9285.7,105.37,973513,93.3753,88.2251,95.2468,94.6267,84.6318,97.9945,95.8025,94.854,88.7334,91.277,88.5935,99.1719,100.557,72.5076,153904,139061,9.6,33.9,2657,3458,8725,2519,6206,130462,18049,685,5625,11669,7183,112413,5600.4,14488.3,7575,22240,40.6,3.9,41.3,519,79,98,251,91,1.27,1779,8766.1,3978.1,1998.44,1219.6,3621,181.6,191.6,185.7,217,9694.6,243767,631608,2451.4,59.5,59.5,57.7,71
4/1/2008,1.79,3.5583,4.3993,22.68,141.9,41.6,33.6,57.45,51.39,129.6261,308.1734,11354.8,9531.7,105.518,1046230,111.181,98.0932,112.268,105.823,94.0798,109.436,130.711,112.018,124.628,101.428,98.4558,101.904,99.669,76.803,153957,146331,5,16.9,2484,2495,2626,1272,1353,137818,21618,696,7275,13596,8608,116200,6043.5,15382.7,8230,22385,40.5,3.9,40.9,1032,89,158,516,269,1.25,1368,7677,3588.3,855.308,1490,3650,175.9,185,186.4,272.8,8655.2,262381,883361,2531.7,46.6,46.5,48.8,84.5
12/1/2008,0.9014,2.7309,3.2136,68.51,213.3,31.25,44.89,41.68,41.3,217.9441,702.9105,11354,9514.1,102.642,949121,103.597,89.6349,107.303,101.828,81.0363,108.108,122.367,102.261,108.236,88.0123,86.2136,102.496,101.89,67.9381,154447,143338,7.2,19.7,3267,3398,4517,1927,2591,135489,20616,714.6,6833,12981,8145,114873,5909.4,14965.5,8104,22514,39.3,3,39.9,550,62,80,277,131,1.44,1599.8,8108.4,3871.5,1669.25,1586.4,3790.9,169.7,174.9,172.3,176.7,9055.9,246190,836562,2775.1,29.9,23.2,33.1,18
9/1/2010,0.5011,2.573,3.6457,23.89,110.1,20.74,49.47,50.76,48.64,16.581,185.6989,11341.3,9200,104.931,972755,93.1902,88.4763,94.8106,94.4047,82.8296,98.2835,94.8,94.6225,87.9305,90.8114,88.5208,103.389,100.785,72.3574,154158,139391,9.6,33.3,2891,3350,8458,2336,6123,130201,18019,675,5604,11670,7176,112182,5588.8,14446.1,7577,22231,40.7,3.9,41.2,610,72,101,305,132,1.27,1765.5,8709,3969.5,1981.11,1224.2,3637.3,180.1,189.3,183.5,209.7,9615.1,245465,653584,2436.7,57.9,53.5,56.3,70.5
11/1/2007,3.7562,4.3458,4.6365,23.21,100.25,44.71,36.47,44.39,49.02,108.0713,169.4164,11338.2,9669.4,105.798,1062360,113.902,100.022,114.499,108.342,106.026,108.971,134.679,114.564,129.946,103.59,100.709,100.285,99.2556,78.5977,153870,146703,4.7,17.3,2589,2158,2377,987,1390,138467,22254,676.9,7562,13960,8852,116213,6053.5,15392.2,8417,22348,40.7,4.1,41.3,1187,128,202,601,256,1.24,1363.9,7424.5,3519.7,857.505,1411.9,3569.3,172.4,180.8,176.7,229.5,8060.8,264461,887278,2465.5,48.4,52.4,50.5,67.5
10/1/2007,3.9999,4.5452,4.7863,17.84,104.9,49.37,34.18,65.42,57.7,133.1275,167.4831,11337.1,9687.7,105.595,1061280,113.996,99.6803,114.233,108.516,105.04,109.528,133.425,114.015,128.799,103.226,100.242,98.5702,100.065,78.3193,153253,146007,4.7,17.1,2480,2459,2343,1031,1312,138421,22294,669.8,7601,13963,8848,116127,6042.7,15351.8,8452,22332,40.5,4.1,41.2,1229,153,207,577,292,1.26,1370.3,7395.8,3533.3,856.478,1396.9,3548.6,169.3,176.8,172.7,214.4,7976.5,268152,886197,2401.7,50.7,56.4,51.1,63
5/1/2009,0.9068,3.1533,4.0703,35.3,129.2,36.09,43.61,61.03,55.45,86.3873,509.6749,11330,9122,102.29,907622,95.8402,83.4993,99.9658,97.2462,74.022,104.286,107.183,94.265,90.5869,89.2486,80.5132,98.5482,101.847,64.0038,155081,140570,9.4,22.5,3275,4321,7002,3054,3948,132151,19021,644.3,6303,11986,7354,113130,5685.3,14818.4,7782,22628,38.9,2.7,39.3,532,51,80,257,144,1.42,1596.2,8327.9,3938.9,1799.29,1503.1,3881.3,170.3,176.1,169.4,167.5,9558.4,227023,772795,2672.8,34.8,49,41.7,43.5
10/1/2008,1.8157,3.7382,4.2147,39.81,200.5,34.04,45.74,42.82,43.42,334.7407,399.179,11327.9,9451.6,103.453,974310,107.285,92.2313,108.794,104.333,88.9375,109.022,118.528,107.566,119.924,94.511,91.4042,98.2984,103.17,71.8,155038,144958,6.5,19.7,3065,3003,4062,1805,2257,136899,21152,725.4,7069,13280,8367,115747,5983.7,15191.8,8156,22496,39.9,3.6,40.6,791,78,126,416,171,1.34,1473.1,7878.9,3660,1142.31,1601.8,3790.5,178.3,186.7,189.4,215.9,8714.9,254727,858940,2719.3,33.7,33.2,38.9,37
6/1/2010,0.7658,3.2591,4.179,35.54,110.3,29.83,50.88,36.66,40.79,39.0201,172.0865,11321.6,9217.8,104.126,958196,92.5354,88.0704,93.9574,93.8568,82.9368,97.525,93.0814,93.7561,87.6595,88.7142,87.6399,104.775,100.239,71.3067,153741,139119,9.5,35.2,2769,3121,8959,2208,6751,130470,17977,653.5,5582,11670,7166,112493,5574.9,14435.8,7584,22770,40.3,3.8,41,549,63,94,281,111,1.26,1722.6,8611.8,3943.9,2023.97,1245.1,3677.9,178.3,186.9,182.3,201.5,9415.8,252786,665725,2281.5,55.9,60,56.4,57
