"","V1","V2","V3","Intercept","Intercept p-val","Var1","Var1 p_val","Var2","Var2 p_val","Var1 Beta","Var2 Beta","Var 1 rob p_val","Var 2 rob p_val","r2","r2adj","r2 ex dummy","aic","bic","F","Num_obs","Gap","Max VIF","BG_stat","DW_upper_stat","DW_lower_stat","BP_stat","White_stat","SW_stat","JB_stat","RESET_stat","ADF p (noconst)","PP p (noconst)","KPSS lag (const)","Criteria1","Criteria2","Criteria3","RMSE","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"45460","SPX_Index_30DRSIMoMPercentChangeL0","BAA10YB_IndexMoMDifferenceL1",NA,"0",NA,"15.3226528655394","3.7556834143259e-16","-0.0435756869818814","0.00297204483893946","0.820854691044552","-0.23834010105121","1.21603994028325e-11","0.00616428005522059","0.625961930929231","0.614960811250679",NA,"274.084011539775","280.829497265924","2.99760216648792e-15","70","No gap","1.06804672617973","0.66808794197555","0.706975482710917","0.293024517289083","0.0127189899264148","0.00955970152905033","0.0878171638710818","0.225886136775165","0.142312268768174","0.222974716524278","0.01","0.1","","","","2.11764481623285","","","","","","","","",""
"44653","USGG2YR_IndexMoMDifferenceL0","SPX_Index_30DRSIMoMPercentChangeL0",NA,"0",NA,"5.04687260493627","0.0031257019571277","13.903832916918","6.30037987881078e-15","0.224269125040119","0.74484663807921","0.0112942305885363","5.88169025223185e-11","0.625452158815172","0.614436045839148",NA,"274.179348769641","280.924834495789","3.10862446895044e-15","70","No gap","1.00497347450436","0.30763397325624","0.876943247594086","0.123056752405914","0.00601225075780256","0.00651697745822651","0.306878038110888","0.410107454877771","0.475375070878156","0.0239190648676217","0.01","0.1","","","","2.09923633168224","","","","","","","","",""
"24129","UEMP5TO14MoMPercentChangeL0","SPX_Index_30DRSIMoMPercentChangeL0",NA,"0",NA,"-14.5840861531359","0.00328230308793956","13.5984056060728","2.14957071709131e-14","-0.229696158964177","0.728484494847196","0.0235318478683768","5.14884499408675e-15","0.624957511233262","0.613926849798946",NA,"274.271733461322","281.01721918747","3.33066907387547e-15","70","No gap","1.02039734005654","0.664684992953521","0.728571831824589","0.271428168175411","0.0798003886855634","6.53119523688417e-05","0.0521403233062477","0.122384860279693","0.00212951048261091","0.200554295789201","0.01","0.1","","","","2.13014898053052","","","","","","","","",""
"19561","CLF16OVMoMDifferenceL1","SPX_Index_30DRSIMoMPercentChangeL0",NA,"0",NA,"0.000564104180382935","0.00401802748091519","12.8876596844139","7.82618309888336e-13","0.233720012893737","0.69040889990589","0.00107633308534269","1.66237767351231e-10","0.622908465093576","0.611817537596328",NA,"274.65313778585","281.398623511998","3.99680288865056e-15","70","No gap","1.100276083498","0.899902806446873","0.628456367763941","0.371543632236059","0.0762689733187188","0.110422975947576","0.758295348231166","0.697883146945126","0.282547872672998","0.119140996350047","0.01","0.1","","","","2.39916287587139","","","","","","","","",""
"12281","IPBUSEQMoMPercentChangeL1","SPX_Index_30DRSIMoMPercentChangeL0",NA,"0",NA,"-27.3313506989751","0.0045550814001356","13.6020541561958","2.59085605349087e-14","-0.223325120829085","0.728679952481739","0.0224561156724782","3.75643827464868e-13","0.621635458843623","0.610507089986082",NA,"274.889049640062","281.634535366211","4.44089209850063e-15","70","No gap","1.02154999297703","0.758791310174792","0.689188227540494","0.310811772459506","0.0126486056196087","0.114364493950233","0.518947521994949","0.546294274456081","0.40772889134664","0.217872817382991","0.01","0.1","","","","2.65307250315853","","","","","","","","",""
"20017","CLF16OVMoMPercentChangeL1","SPX_Index_30DRSIMoMPercentChangeL0",NA,"0",NA,"88.6276172212618","0.00459161436564493","12.8973268855952","8.31261204376986e-13","0.230541877709014","0.690926784603053","0.0165275053363718","1.15276151765561e-10","0.621554351571563","0.610423597206021",NA,"274.904053426069","281.649539152217","4.44089209850063e-15","70","No gap","1.1016069237141","0.911526558174295","0.622949556949535","0.377050443050465","0.0639996754708289","0.0800186207633923","0.764739887435213","0.687205258320087","0.277730019318767","0.119519283918036","0.01","0.1","","","","2.39829758786721","","","","","","","","",""
"11761","IPBUSEQMoMDifferenceL1","SPX_Index_30DRSIMoMPercentChangeL0",NA,"0",NA,"-0.251811921225279","0.00522433208290471","13.5706919209332","3.23492876407972e-14","-0.220392456162653","0.726999836240586","0.00886950935708133","2.13867442223484e-12","0.620242875477107","0.609073548285257",NA,"275.146214023321","281.891699749469","4.9960036108132e-15","70","No gap","1.02456573044195","0.801613761270628","0.669638380871363","0.330361619128637","0.010542624146589","0.0693559401576983","0.538903337989394","0.551397061650529","0.449695871799109","0.218909770760635","0.01","0.1","","","","2.64031267343068","","","","","","","","",""
"45462","SPX_Index_30DRSIMoMPercentChangeL0","BAA10YB_IndexMoMPercentChangeL1",NA,"0",NA,"15.3810479952588","7.50284449978917e-16","-5.87111704435846","0.00646625194575014","0.823982995038968","-0.221089653074438","4.09871623358525e-10","0.0218934867271084","0.618073572453538","0.606840442231583",NA,"275.544940297009","282.290426023157","6.10622663543836e-15","70","No gap","1.08874239318508","0.8382680948014","0.627747001629516","0.372252998370484","0.0135246773215423","0.0109926495415424","0.0696771240252442","0.191889753001144","0.170334215286197","0.227211161133679","0.01","0.1","","","","2.12891858658871","","","","","","","","",""
"15789","IPMANSICSMoMDifferenceL1","SPX_Index_30DRSIMoMPercentChangeL0",NA,"0",NA,"-0.395548958937216","0.00708346848967616","13.250182460084","1.83016565866516e-13","-0.215665181965077","0.709829722372513","0.0275917791037559","5.86836721800622e-12","0.617145391621997","0.60588496196382",NA,"275.714852172582","282.460337898731","6.66133814775094e-15","70","No gap","1.05965885038289","0.43741234931973","0.827763270060591","0.172236729939409","0.0091931399148167","0.119922792612221","0.599664593345123","0.517239443692321","0.522010986638619","0.174876774868573","0.01","0.1","","","","2.24731031148393","","","","","","","","",""
"16273","IPMANSICSMoMPercentChangeL1","SPX_Index_30DRSIMoMPercentChangeL0",NA,"0",NA,"-41.4645106691952","0.00784256348258323","13.290769691304","1.60709112122338e-13","-0.212464031221242","0.712004033794678","0.0366913538797525","3.35853265411881e-12","0.616108442056715","0.604817513881913",NA,"275.904188662314","282.649674388462","7.32747196252603e-15","70","No gap","1.05603095990386","0.419050987603281","0.834932835618973","0.165067164381027","0.00772672051133505","0.121529534916198","0.588685174337431","0.504703850065734","0.495036198473038","0.169829308313398","0.01","0.1","","","","2.25395333969312","","","","","","","","",""
