"","x"
"1",NA
"2",0.171811792771148
"3",-0.255994550368216
"4",0.084790616928484
"5",-0.0977210367582034
"6",0.0606048292459431
"7",0.0136506235412734
"8",0.116877176008688
"9",-0.167354385261547
"10",0.033911126917359
"11",0.0098772926180608
"12",0.140607119591801
"13",-0.153108543646891
"14",-0.0113467263143292
"15",-0.0817025635069143
"16",0.0741479419902321
"17",0.008761961132485
"18",0.0587349096208644
"19",0.0827645356089689
"20",-0.138781556522603
"21",0.0442886360808663
"22",-0.0351680378593967
"23",0.0676802553621869
"24",-0.0963304592914319
"25",-0.00316939604218689
"26",0.0568148740397992
"27",-0.00218550994216657
"28",0.0756287450145924
"29",-0.158943081509772
"30",0.0732907014157015
"31",0.0489271950250912
"32",0.0145599409992965
"33",-0.0110831286467887
"34",0.122872932417392
"35",-0.262093888305845
"36",0.281191740040369
"37",-0.0923470099797858
"38",-0.167664368851317
"39",0.111325928290653
"40",-0.0946706742720771
"41",-0.0096124719505799
"42",0.0420736674850053
"43",0.135716894075207
"44",-0.0560975475402667
"45",-0.0514065383499721
"46",-0.0481640016993217
"47",0.0605939944705092
"48",-0.0470101268795576
"49",0.0535828616593183
"50",0.0350756038096152
"51",-0.101824465975409
"52",0.0578312747308934
"53",-0.020909362318164
"54",0.0486805178705519
"55",-0.0084337043340675
"56",-0.0769483220590852
"57",0.0512000981125208
"58",0.00128736485187548
"59",0.00714834826827019
"60",-0.0252533069105726
"61",-0.0155918179140036
"62",-0.0300648545347347
"63",0.0715692247519763
"64",-0.0291674336830929
"65",0.0165952184263139
"66",0.0968014994860631
"67",-0.0535887126796216
"68",-0.0644083541546544
"69",-0.0028517382250554
"70",0.0194752170848972
