"","x"
"1",NA
"2",-0.0944262982339286
"3",0.0846744230822267
"4",-0.0181420575304612
"5",7.21744951535028e-05
"6",-0.0530276906046517
"7",-0.0242898620314193
"8",0.0739134256484163
"9",-0.0271759963134396
"10",-0.0401750136751733
"11",0.0292699824303877
"12",0.0436680224812412
"13",-0.0969221876095875
"14",0.0963585679861913
"15",-0.096186634077782
"16",0.121670648321511
"17",-0.0619125806897436
"18",-0.0172668235781692
"19",-0.0228883284860287
"20",0.0983311735842686
"21",-0.05377277948149
"22",-0.0364556256058412
"23",0.0429465988436006
"24",-0.0114325154318396
"25",-0.0146107288750434
"26",-0.0426033252005295
"27",0.0080184694608716
"28",0.108357957567533
"29",-0.0362248003158969
"30",-0.102690898021497
"31",0.0126021005054759
"32",0.0692818232379958
"33",0.0724084700983256
"34",-0.0700070280654741
"35",0.0081034960188508
"36",-0.0160792768933871
"37",0.0470020431144095
"38",-0.0354488772221767
"39",-0.0106300895237993
"40",-0.047707521974475
"41",0.170180227808785
"42",-0.11914224018489
"43",-0.012955993082503
"44",0.0233622805839159
"45",-0.0240325340124027
"46",0.0156159523109287
"47",-0.0260645710536263
"48",0.0415275703253665
"49",-0.0134017768143515
"50",-0.0359445025963314
"51",0.0970853505738479
"52",-0.0616393795340693
"53",0.0265271368333519
"54",-0.0607532655105432
"55",0.0490375584520526
"56",-0.0628126209628701
"57",0.0513432384015661
"58",-0.0012364671035027
"59",0.0543637751469613
"60",-0.0600171998642137
"61",0.0246434368289053
"62",0.0162094018864087
"63",-0.0815285115308424
"64",-0.0711526674742829
"65",0.120621131439694
"66",-0.141220499624297
"67",0.231227038954883
"68",-0.0619630814437074
"69",-0.0800112314795814
"70",0.0745196161825611
