"","x"
"1",NA
"2",-0.105324262533034
"3",0.0891407356925511
"4",-0.0143128711251242
"5",-0.0237778321914711
"6",0.0161054086058589
"7",-0.0507085991514186
"8",0.0708170771413955
"9",-0.0479032523613249
"10",-0.0156050137702304
"11",0.0312530173232711
"12",0.0222172409471749
"13",-0.0824511840468203
"14",0.0944831120004793
"15",-0.0980676894151272
"16",0.0827475624708269
"17",-0.016932442561665
"18",-0.0141406721533508
"19",-0.0152089154305275
"20",0.0612791167961682
"21",-0.0392063254235978
"22",-0.0258392643012973
"23",0.0313734809802916
"24",-0.0327900072288363
"25",0.0172304861484611
"26",-0.0576996466538749
"27",0.0213281524208137
"28",0.090836587303688
"29",-0.0421657274063901
"30",-0.0591124423673549
"31",-0.0096332849131119
"32",0.0677614999625135
"33",0.0690427245102559
"34",-0.0695054321037897
"35",0.0105424319982622
"36",-0.0209479097972391
"37",0.040918947632089
"38",-0.0378463422325774
"39",-0.0144378469035664
"40",-0.0167134303499709
"41",0.10539989032256
"42",-0.0609500912088555
"43",-0.001407810358652
"44",0.0094819908926071
"45",-0.0330724397820454
"46",0.014896734633283
"47",-0.0124786543877486
"48",0.0182629288840636
"49",-0.00449478796970531
"50",-0.02441850956515
"51",0.04941531863297
"52",-0.0117248888877962
"53",0.0144989714315313
"54",-0.0382838092504141
"55",0.0292095571981813
"56",-0.0721020945222882
"57",0.0516185545221788
"58",-0.0108506272718034
"59",0.0447729701328761
"60",-0.0398490868461734
"61",0.015687534140559
"62",0.0145868237622853
"63",-0.0451318843384356
"64",-0.0825883699470994
"65",0.127975259686645
"66",-0.148793887994931
"67",0.219728947422352
"68",-0.0595874845614128
"69",-0.0513290974288311
"70",0.0477625416516833
